"clbid","credits","crsid","department","description","enrolled","firstyear","gereqs","groupid","grouptype","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000140622","1.0","0000000078","ASIAN","This course is a broad introduction to the history of East Asia as a region from the end of the nineteenth century to the 1990s. Through three spatial modules -- the Sinophone (Chinese-speaking) World, the Korean Peninsula, and the Japanese Archipelago -- students explore the interconnections and divisions between emergent nation-states and empires at a time of rapid social, cultural, and political change. Offered annually. Also counts toward Chinese and Japanese majors.","24","","","","","Sungha Yun","","S","100","25","Asian Cultures","","121","","False","False","","2","","","O","20212","Asian Cultures in Comparative Perspectives","Research","2021"
"0000140678","1.0","0000001181","PSYCH","This course examines several major theoretical perspectives on psychotherapy. Students review empirically supported treatments for specific clinical disorders, as well as ""nonspecific"" factors that affect the therapeutic process. Students explore ethical and legal challenges related to psychotherapy delivery, as well as multicultural and other diversity issues. Course format is primarily discussion-based. Offered annually. Also counts toward management studies concentration. Prerequisites: junior or senior standing and PSYCH 230, plus PSYCH 244 or PSYCH 247.","16","","","","","Donna K. McMillan","","S","300","15","Clinical/Counseling Psych","","375","","False","Prerequisites: junior or senior standing and PSYCH 230, plus PSYCH 244 or PSYCH 247.","","2","","","C","20212","Clinical and Counseling Psychology","Research","2021"
"0000140696","1.0","0000000338","EDUC","Students examine the influence of race, class, and multiculturalism in American schools by participating as teachers' assistants and tutors in two distinctly different K-12 schools. Students discover the challenges and benefits associated with teaching in a diverse racial, cultural, and socio-economic environment. Through guest lectures, readings, field trips, and seminars, students learn about the truly unique geographic and cultural setting of the Hawaiian islands. This environment makes an excellent framework for examining race, ethnicity, power, and privilege in U.S. schools. Fulfills EDUC 382: Human Relations requirement. P/N only. Intended for education major/licensure students and educational studies concentrators; cannot fulfill the Interim requirement for TEFL certification. Offered alternate Interims, even years. Apply through the Education Department. Also counts toward race and ethnic studies major and concentration. Prerequisite: EDUC 260 and EDUC 290, or EDUC 330.","20","","OEP;PAR","","","Elizabeth A. Leer","","S","300","23","Multicultural Education in Hawaii","Pre-requisites: EDUC 330 or EDUC 260 and EDUC 290.","378","","True","EDUC 260 and EDUC 290, or EDUC 330.","","2","","","C","20212","Multicultural Education in Hawaii: Seminar and Practicum","Research","2021"
"0000140731","1.0","0000028767","KINES","This seminar integrates the liberal arts with the experience of work and the search for a vocation or career. Course content will include both an off-campus internship and on-campus class sessions that connect academic theories/analyses of work with their particular internship experience. Students will also consider and articulate the value of the liberal arts for their pursuit of a creative, productive, and satisfying professional life. Offered during Interim.","18","0/0","OEP","","","Cindy Book","","S","200","20","Internship and Reflection Seminar","Open to seniors and juniors only.;This course includes an academic civic engagement (ACE) component.","295","","False","False","","2","","2/0","O","20212","","Research","2021"
"0000140742","1.0","0000017832","REL","This course examines how religious faith transforms the practices of personal and social life. Students explore the nature of Christian community and the connections between Christian theological beliefs and practices. Students participate in the life of Holden Village, an isolated Lutheran retreat center in the Cascade Mountains of Washington. Offered alternate years during Interim. Apply through International and Off-Campus Studies. Prerequisite: BTS-B.","13","","RFV","","","Peder J. Jothen","","S","200","10","Living Faith - Holden Village","","243","","False","BTS-B.","","2","","","C","20212","Living Faith: Theology and Practice at Holden Village","Research","2021"
"0000140749","0.0","0000033770","BIO","","23","5/6","","0000000104","","Beth Pettitt","6/6","S","100","24","Biology of Women Lab","","124","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 255', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 255', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 255', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'RNS 255', 'start': '13:00'}","False","False","","2","4/6","8/6","O","20212","","Lab","2021"
"0000140756","1.0","0000029176","BIO","This course explores the natural history of our planet through the fossil record. Students learn from professional paleontologists and museum curators about how fossils are used in scientific research prior to embarking on a 10-day vertebrate fossil expedition in central Florida. The students then curate, catalog, and interpret their data, using a large museum reference collection. Open only to sophomores, juniors, and seniors. Offered periodically during Interim. Apply through International and Off-Campus Studies.","12","","NTS;OEP","","","Steven Freedberg","","S","100","15","Field Paleontology in Florida","This is an off-campus course. You will find this course listed in Studio Abroad;under its course title.","131","","False","False","","2","","","O","20212","","Research","2021"
"0000140760","1.0","0000000170","BIO","From tiny ion channels to the basis for learning, neuroscience is a rapidly developing area. Using texts, reviews, and current literature, students examine in depth the fundamental unit of the nervous system, the neuron. The goals are to understand how neurons accomplish their unique functions: electrical signaling, synaptic transmission, and directed growth and remodeling. Also counts toward neuroscience concentration. Prerequisites: BIO 227 or CH/BI 227 and progress toward a major in any of the natural sciences.","24","0/0","","","","Anne Walter","","S","300","22","The Neuron","Open only to Juniors and Seniors.;There is one afternoon field trip.","385","","False","Prerequisites: BIO 227 or CH/BI 227 and progress toward a major in any of the natural sciences.","","2","","0/0","C","20212","","Research","2021"
"0000140761","1.0","0000000171","BIO","This course approaches the study of animal behavior from the blended viewpoints of evolutionary behavioral ecology and comparative psychology. Mechanisms of learning, cognition and development, as well as aggression, territoriality, and mating are examined at the organismic and cellular level. A deeper understanding of the neural and environmental determinants of behavior in a wide variety of species helps students better understand themselves and their place in nature. Laboratory work reinforces class material. Students attend lectures plus one three-hour laboratory per week. Also counts toward neuroscience concentration. Prerequisite: BIO 150.","20","0/0","","0000000171","","Norman Lee","","S","300","24","Animal Behavior","Students registering for BIO 386 must also register for BIO 386 Lab.;Open to juniors and senior only.","386","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 150', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 150', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'RNS 150', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 150', 'start': '09:00'};{'day': 'Mo', 'end': '12:00', 'location': 'RNS 150', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'RNS 150', 'start': '10:40'};{'day': 'We', 'end': '12:00', 'location': 'RNS 150', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'RNS 150', 'start': '10:40'}","False","BIO 150.","","2","","0/0","O","20212","","Research","2021"
"0000140762","0.0","0000017303","BIO","","20","0/0","","0000000171","","Norman Lee","","S","300","24","Animal Behavior Lab","","386","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 240', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 240', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 240', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 240', 'start': '13:00'}","False","False","","2","","0/0","O","20212","","Lab","2021"
"0000140774","1.0","0000023461","ASIAN","The department periodically offers courses on special topics. The specific title will be listed in the class and lab schedule when it is offered. Depending on course content, can also count toward Chinese and/or Japanese majors. Prerequisite: determined by instructor.","11","","GHS","","","Eric R. Becklin","","S","200","25","Top: Charting Courses","Full topic title: Charting Courses: Historical Movements in East Asia","200","","False","determined by instructor.","","2","","","O","20212","Topics in Asian Studies","Topic","2021"
