"clbid","credits","crsid","department","description","enrolled","firstyear","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000009427","1.0","0000000455","ENVST","","23","12/13","","Paul T. Jackson","3/10","S","100","26","Intro: Enviro Studies","","137","{'day': 'Mo', 'end': '08:55', 'location': 'SC 129', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SC 129', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'SC 129', 'start': '08:00'}","False","False","C","3","4/7","4/13","C","20043","","Research","2004"
"0000009428","1.0","0000000457","ENVST","","30","3/5","","James Farrell","5/3","S","200","25","Campus Ecology","","222","{'day': 'Mo', 'end': '11:40', 'location': 'HH 403', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'HH 403', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'HH 403', 'start': '10:45'}","False","False","","3","13/5","9/5","C","20043","","Research","2004"
"0000009429","1.0","0000000459","ENVST","","22","","","Daniel B. Kramer","","S","200","26","Enviro Policy/Regulat","","232","{'day': 'Mo', 'end': '14:55', 'location': 'HH 301', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'HH 301', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'HH 301', 'start': '14:00'}","False","False","","3","","","O","20043","","Research","2004"
"0000009430","1.0","0000000460","ENVST","","20","","","Robert Jacobel","","S","200","26","Global Climate Change","","245","{'day': 'Tu', 'end': '11:00', 'location': 'SC 129', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SC 129', 'start': '09:30'}","False","False","","3","","","C","20043","","Research","2004"
"0000009431","1.0","0000000462","ENVST","","24","","","Emily A. Swanson","","S","200","26","Saving Wild Places","","259","{'day': 'Tu', 'end': '14:45', 'location': 'SC 129', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'SC 129', 'start': '14:15'}","False","False","","3","","","C","20043","","Research","2004"
"0000009432","1.0","0000000464","ENVST","","1","","","Rebecca Judge","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20043","","Research","2004"
"0000009433","1.0","0000000465","ENVST","","0","","","Paul T. Jackson","","S","200","999","IS/Eco-Design","","298","","False","False","","3","","","O","20043","","Research","2004"
"0000009434","1.0","0000000465","ENVST","","1","","","Eugene Bakko","","S","200","999","IS/Sust Agriculture","","298","","False","False","A","3","","","O","20043","","Research","2004"
"0000009435","1.0","0000000466","ENVST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009436","1.0","0000000467","ENVST","","0","","","Staff","","S","300","999","IR/","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009437","1.0","0000000468","ENVST","","8","","","Sheryl D. Breen","","S","300","15","Sem: Environ Studies","","399","{'day': 'Tu', 'end': '13:10', 'location': 'HH 515', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'HH 515', 'start': '12:45'}","False","False","","3","","","O","20043","","Seminar","2004"
"0000009438","1.0","0000000470","IDFA","","8","","","Staff;Dan Dressen","","S","200","10","Perspective-The Arts","","274","{'day': 'Tu', 'end': '11:00', 'location': 'CHM 233', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CHM 233', 'start': '09:30'}","False","False","","3","","","O","20043","","Research","2004"
"0000009439","1.0","0000000473","IDFA","","4","","","Staff;Dan Dressen","","S","300","10","Senior Studies","","374","{'day': 'Tu', 'end': '11:00', 'location': 'CHM 232', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CHM 232', 'start': '09:30'}","False","False","","3","","","O","20043","","Research","2004"
"0000009440","1.0","0000000477","FREN","","24","","","Scott Homler","","S","100","30","Beginning French II","","112","{'day': 'Mo', 'end': '08:55', 'location': 'OM 026', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'OM 026', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'OM 026', 'start': '08:00'}","False","False","","3","","","O","20043","","Research","2004"
"0000009441","1.0","0000000479","FREN","","18","","","M. Clare Mather","","S","200","25","Intermed French I","","231","{'day': 'Mo', 'end': '13:50', 'location': 'OM 031', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'OM 031', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'OM 031', 'start': '12:55'}","False","False","","3","","","O","20043","","Research","2004"
"0000009442","1.0","0000000480","FREN","","16","","","Wendy Allen","","S","200","25","Intermed French II","","232","{'day': 'Mo', 'end': '10:00', 'location': 'OM 026', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'OM 026', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'OM 026', 'start': '09:05'}","False","False","A","3","","","O","20043","","Research","2004"
"0000009443","1.0","0000000480","FREN","","25","","","Jolene Barjasteh","","S","200","25","Intermed French II","","232","{'day': 'Mo', 'end': '12:45', 'location': 'OM 026', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'OM 026', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'OM 026', 'start': '11:50'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009444","1.0","0000000480","FREN","","22","","","Scott Homler","","S","200","25","Intermed French II","","232","{'day': 'Mo', 'end': '14:55', 'location': 'OM 026', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'OM 026', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'OM 026', 'start': '14:00'}","False","False","C","3","","","O","20043","","Research","2004"
"0000009445","1.0","0000000485","FREN","","28","","","Wendy Allen","","S","200","25","Intro Literary Analy","","253","{'day': 'Tu', 'end': '11:00', 'location': 'OM 026', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'OM 026', 'start': '09:30'}","False","False","","3","","","C","20043","","Research","2004"
"0000009446","1.0","0000000486","FREN","","13","","","M. Clare Mather","","S","200","20","Fr World: Immigr Lit","","271","{'day': 'Tu', 'end': '13:10', 'location': 'OM 026', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'OM 026', 'start': '12:45'}","False","False","","3","","","O","20043","","Research","2004"
"0000009447","1.0","0000000490","FREN","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20043","","Research","2004"
"0000009448","1.0","0000000491","FREN","","1","","","Wendy Allen","","S","200","999","IS/Teaching Coll Fren","","298","","False","False","","3","","","O","20043","","Research","2004"
"0000009449","1.0","0000000494","FREN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009450","1.0","0000000495","FREN","","7","","","Scott Homler","","S","300","15","Sem: Enlightenment","","397","{'day': 'Tu', 'end': '14:45', 'location': 'OM 026', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'OM 026', 'start': '14:15'}","False","False","","3","","","O","20043","","Research","2004"
"0000009451","1.0","0000000496","FREN","","0","","","Staff","","S","300","999","IR/","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009452","1.0","0000000497","FREN","","0","","","Staff","","S","300","15","Sem: Enlightenment","","399","{'day': 'Tu', 'end': '14:45', 'location': 'OM 026', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'OM 026', 'start': '14:15'}","False","False","","3","","","C","20043","","Research","2004"
"0000009453","1.0","0000000498","GE","","18","","","Karen E. Marsalek","","S","100","18","First-Year Writing","","111","{'day': 'Mo', 'end': '10:00', 'location': 'CAD 204', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CAD 204', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'CAD 204', 'start': '09:05'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009454","1.0","0000000498","GE","","17","","","Mark Allister","","S","100","18","First-Year Writing","","111","{'day': 'Mo', 'end': '10:00', 'location': 'RML 421', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'RML 421', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'RML 421', 'start': '09:05'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009455","1.0","0000000498","GE","","19","","","Richard Buckstead","","S","100","18","First-Year Writing","","111","{'day': 'Mo', 'end': '11:40', 'location': 'RML 420', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RML 420', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RML 420', 'start': '10:45'}","False","False","C","3","","","C","20043","","Research","2004"
"0000009456","1.0","0000000498","GE","","19","","","Mary E. Trull","","S","100","18","First-Year Writing","","111","{'day': 'Mo', 'end': '13:50', 'location': 'RML 520', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'RML 520', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'RML 520', 'start': '12:55'}","False","False","D","3","","","C","20043","","Research","2004"
"0000009457","1.0","0000000498","GE","","13","","","Mary Steen","","S","100","18","First-Year Writing","","111","{'day': 'Tu', 'end': '09:25', 'location': 'RML 515', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'RML 515', 'start': '08:00'}","False","False","E","3","","","C","20043","","Research","2004"
"0000009458","1.0","0000000498","GE","","17","","","Jan C. Hill","","S","100","18","First-Year Writing","","111","{'day': 'Tu', 'end': '11:00', 'location': 'RML 421', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RML 421', 'start': '09:30'}","False","False","F","3","","","C","20043","","Research","2004"
"0000009459","1.0","0000000498","GE","","18","","","Richard DuRocher","","S","100","18","First-Year Writing","","111","{'day': 'Tu', 'end': '11:00', 'location': 'RML 525', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RML 525', 'start': '09:30'}","False","False","G","3","","","C","20043","","Research","2004"
"0000009460","1.0","0000000498","GE","","18","","","William A. Gorton","","S","100","18","First-Year Writing","","111","{'day': 'Tu', 'end': '11:00', 'location': 'OM 004', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'OM 004', 'start': '09:30'}","False","False","H","3","","","C","20043","","Research","2004"
"0000009461","1.0","0000000498","GE","","18","","","Lavern Rippley","","S","100","18","First-Year Writing","","111","{'day': 'Tu', 'end': '11:00', 'location': 'OM 030', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'OM 030', 'start': '09:30'}","False","False","I","3","","","C","20043","","Research","2004"
"0000009462","1.0","0000000498","GE","","16","","","Joan Hepburn","","S","100","18","First-Year Writing","","111","{'day': 'Tu', 'end': '13:10', 'location': 'RML 420', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'RML 420', 'start': '12:45'}","False","False","J","3","","","C","20043","","Research","2004"
"0000009463","1.0","0000000498","GE","","15","","","Mary V. Winstead","","S","100","18","First-Year Writing","","111","{'day': 'Tu', 'end': '13:10', 'location': 'RML 520', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'RML 520', 'start': '12:45'}","False","False","K","3","","","C","20043","","Research","2004"
"0000009464","1.0","0000000498","GE","","18","","","Richard Bodman","","S","100","18","First-Year Writing","","111","{'day': 'Tu', 'end': '13:10', 'location': 'OM 001', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'OM 001', 'start': '12:45'}","False","False","L","3","","","C","20043","","Research","2004"
"0000009465","1.0","0000000498","GE","","18","","","Anne G. Sabo","","S","100","18","First-Year Writing","","111","{'day': 'Tu', 'end': '13:10', 'location': 'OM 015', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'OM 015', 'start': '12:45'}","False","False","M","3","","","C","20043","","Research","2004"
"0000009466","1.0","0000000498","GE","","18","","","Barrie J. Borich","","S","100","18","First-Year Writing","","111","{'day': 'Tu', 'end': '13:10', 'location': 'SH 001', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'SH 001', 'start': '12:45'}","False","False","N","3","","","C","20043","","Research","2004"
"0000009467","1.0","0000000498","GE","","18","","","James Heynen","","S","100","18","First-Year Writing","","111","{'day': 'Tu', 'end': '14:45', 'location': 'RML 525', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'RML 525', 'start': '14:15'}","False","False","O","3","","","C","20043","","Research","2004"
"0000009468","1.0","0000000498","GE","","0","","","Mary V. Winstead","","S","100","18","First-Year Writing","","111","","False","False","P","3","","","C","20043","","Research","2004"
"0000009469","1.0","0000000498","GE","","17","","","Barrie J. Borich","","S","100","18","First-Year Writing","","111","{'day': 'Tu', 'end': '14:45', 'location': 'SH 001', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'SH 001', 'start': '14:15'}","False","False","Q","3","","","C","20043","","Research","2004"
"0000009470","1.0","0000000499","GEOG","","12","","","Richard Dunning","","S","200","35","Human Geography","","232","{'day': 'Tu', 'end': '09:25', 'location': 'OM 015', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'OM 015', 'start': '08:00'}","False","False","","3","","","O","20043","","Research","2004"
"0000009471","1.0","0000000505","GERM","","11","","","Lavern Rippley","","S","100","30","Beginning German II","","112","{'day': 'Mo', 'end': '08:55', 'location': 'OM 004', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'OM 004', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'OM 004', 'start': '08:00'}","False","False","A","3","","","O","20043","","Research","2004"
"0000009472","1.0","0000000505","GERM","","13","","","Karen R. Achberger","","S","100","30","Beginning German II","","112","{'day': 'Mo', 'end': '08:55', 'location': 'OM 035', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'OM 035', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'OM 035', 'start': '08:00'}","False","False","B","3","","","O","20043","","Research","2004"
"0000009473","1.0","0000000508","GERM","","22","","","Karl Fink","","S","200","40","Intermed German I","","231","{'day': 'Mo', 'end': '10:00', 'location': 'OM 004', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'OM 004', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'OM 004', 'start': '09:05'}","False","False","","3","","","O","20043","","Research","2004"
"0000009474","1.0","0000000509","GERM","","20","","","Karen R. Achberger","","S","200","40","Intermed German II","","232","{'day': 'Mo', 'end': '12:45', 'location': 'OM 035', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'OM 035', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'OM 035', 'start': '11:50'}","False","False","","3","","","O","20043","","Research","2004"
"0000009475","1.0","0000000516","GERM","","15","","","Karl Fink","","S","200","30","Exploring Non-Fiction","","252","{'day': 'Mo', 'end': '11:40', 'location': 'OM 004', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'OM 004', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'OM 004', 'start': '10:45'}","False","False","","3","","","O","20043","","Research","2004"
"0000009476","1.0","0000000521","GERM","","13","","","Lavern Rippley","","S","200","30","Top: German Media","","273","{'day': 'Tu', 'end': '09:25', 'location': 'OM 035', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'OM 035', 'start': '08:00'}","False","False","","3","","","O","20043","","Topic","2004"
"0000009477","1.0","0000000522","GERM","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20043","","Research","2004"
"0000009478","1.0","0000000523","GERM","","1","","","Norman M. Watt","","S","200","999","IS/Hesse Translation","","298","","False","False","","3","","","O","20043","","Research","2004"
"0000009479","1.0","0000000529","GERM","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009480","1.0","0000000530","GERM","","1","","","Karl Fink","","S","300","999","IR/Images German Hist","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009481","1.0","0000000530","GERM","","1","","","Karl Fink","","S","300","999","IR/Arendt/Holocaust","","398","","False","False","A","3","","","O","20043","","Research","2004"
"0000009482","1.0","0000000530","GERM","","1","","","Lavern Rippley","","S","300","999","IR/Germ: Soc ISSues","","398","","False","False","B","3","","","O","20043","","Research","2004"
"0000009483","1.0","0000000533","GCON","","22","","","Jolene Barjasteh","","S","100","23","Medieval Synthesis","","116","{'day': 'Mo', 'end': '11:40', 'location': 'Steensland', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'Steensland', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'Steensland', 'start': '10:45'}","False","False","A","3","","","C","20043","","Research","2004"
